date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:48	67248/67248	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jan%202020%2013:23:48%20GMT	https://wheels.stylox.design/images/bg-4.jpg	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/bg-4.jpg	(from https://wheels.stylox.design/style.css)
14:52:48	1529/1529	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2013:23:54%20GMT	https://wheels.stylox.design/images/play-btn.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/play-btn.png	(from https://wheels.stylox.design/style.css)
14:52:49	104055/104055	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Aug%202020%2013:59:46%20GMT	https://wheels.stylox.design/images/racingcar-vide-bg.jpg	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/racingcar-vide-bg.jpg	(from https://wheels.stylox.design/style.css)
14:52:49	364276/364276	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Oct%202020%2010:45:56%20GMT	https://wheels.stylox.design/images/variation-img-1.jpg	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/variation-img-1.jpg	(from https://wheels.stylox.design/style.css)
14:52:49	167449/167449	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Oct%202020%2010:38:32%20GMT	https://wheels.stylox.design/images/variation-img-2.jpg	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/variation-img-2.jpg	(from https://wheels.stylox.design/style.css)
14:52:49	741456/741456	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Oct%202020%2010:38:30%20GMT	https://wheels.stylox.design/images/bus-1.jpg	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/bus-1.jpg	(from https://wheels.stylox.design/style.css)
14:52:49	1061/1061	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2013:23:54%20GMT	https://wheels.stylox.design/images/select-arrow.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/select-arrow.png	(from https://wheels.stylox.design/style.css)
14:52:50	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2013:23:54%20GMT	https://wheels.stylox.design/images/select-arrow-light.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/select-arrow-light.png	(from https://wheels.stylox.design/style.css)
14:52:50	181766/181766	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Aug%202020%2013:57:08%20GMT	https://wheels.stylox.design/images/smoke-1.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/smoke-1.png	(from https://wheels.stylox.design/style.css)
14:52:50	166643/166643	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Aug%202020%2013:56:54%20GMT	https://wheels.stylox.design/images/smoke-2.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/images/smoke-2.png	(from https://wheels.stylox.design/style.css)
14:52:51	1150/1150	---M--	200	added ('OK')	image/x-icon	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/favicon.ico	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/favicon.ico	(from https://wheels.stylox.design/intro/index.html)
14:52:51	57481/57481	---M--	200	added ('OK')	text/css	date:Thu,%2030%20Jan%202020%2014:27:06%20GMT	https://wheels.stylox.design/intro/css/animate.css	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/css/animate.css	(from https://wheels.stylox.design/intro/index.html)
14:52:51	46876/46876	---M--	200	added ('OK')	text/css	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/css/fontawesome.min.css	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/css/fontawesome.min.css	(from https://wheels.stylox.design/intro/index.html)
14:52:51	140936/140936	---M--	200	added ('OK')	text/css	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/css/bootstrap.min.css	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/css/bootstrap.min.css	(from https://wheels.stylox.design/intro/index.html)
14:52:52	193985/193985	---M--	200	added ('OK')	text/css	date:Fri,%2014%20Apr%202023%2007:04:00%20GMT	https://wheels.stylox.design/intro/css/bootstrap.min5.css	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/css/bootstrap.min5.css	(from https://wheels.stylox.design/intro/index.html)
14:52:52	195704/195704	---M--	200	added ('OK')	text/css	date:Tue,%2022%20Jun%202021%2015:55:36%20GMT	https://wheels.stylox.design/intro/css/bootstrap5.css	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/css/bootstrap5.css	(from https://wheels.stylox.design/intro/index.html)
14:52:52	3351/3351	---M--	200	added ('OK')	text/css	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/css/owl.carousel.min.css	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/css/owl.carousel.min.css	(from https://wheels.stylox.design/intro/index.html)
14:52:52	6537/6537	---M--	200	added ('OK')	text/css	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/css/twentytwenty.css	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/css/twentytwenty.css	(from https://wheels.stylox.design/intro/index.html)
14:52:52	16473/16473	---M--	200	added ('OK')	text/css	date:Thu,%2028%20Dec%202023%2009:23:16%20GMT	https://wheels.stylox.design/intro/css/style.css	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/css/style.css	(from https://wheels.stylox.design/intro/index.html)
14:52:52	2308/2308	---M--	200	added ('OK')	text/css	date:Wed,%2006%20Dec%202023%2011:55:58%20GMT	https://wheels.stylox.design/intro/css/responsive.css	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/css/responsive.css	(from https://wheels.stylox.design/intro/index.html)
14:52:53	9895/9895	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/st-loader.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/st-loader.png	(from https://wheels.stylox.design/intro/index.html)
14:52:53	94838/94838	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/bg-1.jpg	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/bg-1.jpg	(from https://wheels.stylox.design/intro/index.html)
14:52:53	17127/17127	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/wheels-logo.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/wheels-logo.png	(from https://wheels.stylox.design/intro/index.html)
14:52:53	5812/5812	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Dec%202023%2011:41:38%20GMT	https://wheels.stylox.design/intro/images/car-logo-intro.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/car-logo-intro.png	(from https://wheels.stylox.design/intro/index.html)
14:52:54	4781/4781	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Dec%202023%2011:41:40%20GMT	https://wheels.stylox.design/intro/images/bus-logo-intro.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/bus-logo-intro.png	(from https://wheels.stylox.design/intro/index.html)
14:52:54	5294/5294	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Dec%202023%2011:41:40%20GMT	https://wheels.stylox.design/intro/images/bicycle-logo-intro.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/bicycle-logo-intro.png	(from https://wheels.stylox.design/intro/index.html)
14:52:54	5562/5562	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Dec%202023%2010:08:20%20GMT	https://wheels.stylox.design/intro/images/e-bike-logo-intro.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/e-bike-logo-intro.png	(from https://wheels.stylox.design/intro/index.html)
14:52:54	5988/5988	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Dec%202023%2011:41:40%20GMT	https://wheels.stylox.design/intro/images/motorcycle-logo-intro.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/motorcycle-logo-intro.png	(from https://wheels.stylox.design/intro/index.html)
14:52:55	142590/142590	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Dec%202023%2009:53:36%20GMT	https://wheels.stylox.design/intro/images/screen-image-ebike.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/screen-image-ebike.png	(from https://wheels.stylox.design/intro/index.html)
14:52:55	44581/44581	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202023%2006:45:40%20GMT	https://wheels.stylox.design/intro/images/new.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/new.png	(from https://wheels.stylox.design/intro/index.html)
14:52:55	295840/295840	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Dec%202023%2009:55:50%20GMT	https://wheels.stylox.design/intro/images/bus-layout.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/bus-layout.png	(from https://wheels.stylox.design/intro/index.html)
14:52:55	40039/40039	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Aug%202025%2010:30:06%20GMT	https://wheels.stylox.design/website-theme-template-to-launch-bus-styloxdesign.html	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/website-theme-template-to-launch-bus-styloxdesign.html	(from https://wheels.stylox.design/intro/index.html)
14:52:55	245120/245120	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Dec%202023%2009:54:36%20GMT	https://wheels.stylox.design/intro/images/racingcar-layout.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/racingcar-layout.png	(from https://wheels.stylox.design/intro/index.html)
14:52:56	41519/41519	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Aug%202025%2010:31:36%20GMT	https://wheels.stylox.design/website-theme-template-to-launch-racing-car-styloxdesign.html	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/website-theme-template-to-launch-racing-car-styloxdesign.html	(from https://wheels.stylox.design/intro/index.html)
14:52:56	139330/139330	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Dec%202023%2009:55:12%20GMT	https://wheels.stylox.design/intro/images/car-layout.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/car-layout.png	(from https://wheels.stylox.design/intro/index.html)
14:52:56	40092/40092	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Aug%202025%2010:33:00%20GMT	https://wheels.stylox.design/website-theme-template-to-launch-car-styloxdesign.html	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/website-theme-template-to-launch-car-styloxdesign.html	(from https://wheels.stylox.design/intro/index.html)
14:52:56	269880/269880	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Dec%202023%2009:56:18%20GMT	https://wheels.stylox.design/intro/images/motorcycle-layout.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/motorcycle-layout.png	(from https://wheels.stylox.design/intro/index.html)
14:52:57	45103/45103	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Aug%202025%2010:34:57%20GMT	https://wheels.stylox.design/website-theme-template-to-launch-bike-motorcycle-styloxdesign.html	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/website-theme-template-to-launch-bike-motorcycle-styloxdesign.html	(from https://wheels.stylox.design/intro/index.html)
14:52:57	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Thu,%2016%20Sep%202021%2014:37:15%20GMT	https://wheels.stylox.design/website-theme-template-to-launch-bicycle-styloxdesgin.html	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/website-theme-template-to-launch-bicycle-styloxdesgin.html	(from https://wheels.stylox.design/intro/index.html)
14:52:57	398997/398997	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Dec%202023%2009:56:40%20GMT	https://wheels.stylox.design/intro/images/bicycle-layout.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/bicycle-layout.png	(from https://wheels.stylox.design/intro/index.html)
14:52:57	25171/25171	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/coming-layout.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/coming-layout.png	(from https://wheels.stylox.design/intro/index.html)
14:52:58	4259/4259	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/html.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/html.png	(from https://wheels.stylox.design/intro/index.html)
14:52:58	4292/4292	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/css.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/css.png	(from https://wheels.stylox.design/intro/index.html)
14:52:58	5526/5526	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/w3c.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/w3c.png	(from https://wheels.stylox.design/intro/index.html)
14:52:59	6258/6258	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/bootstrap.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/bootstrap.png	(from https://wheels.stylox.design/intro/index.html)
14:53:00	2558/2558	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/wow.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/wow.png	(from https://wheels.stylox.design/intro/index.html)
14:53:00	4604/4604	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/google-fonts.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/google-fonts.png	(from https://wheels.stylox.design/intro/index.html)
14:53:00	6844/6844	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/speed.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/speed.png	(from https://wheels.stylox.design/intro/index.html)
14:53:00	2474/2474	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/responsive.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/responsive.png	(from https://wheels.stylox.design/intro/index.html)
14:53:01	4422/4422	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/retina-ready.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/retina-ready.png	(from https://wheels.stylox.design/intro/index.html)
14:53:01	431596/431596	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/after-car.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/after-car.png	(from https://wheels.stylox.design/intro/index.html)
14:53:01	412696/412696	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/before-car.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/before-car.png	(from https://wheels.stylox.design/intro/index.html)
14:53:01	2117/2117	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/icon-1.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/icon-1.png	(from https://wheels.stylox.design/intro/index.html)
14:53:01	2262/2262	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/icon-2.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/icon-2.png	(from https://wheels.stylox.design/intro/index.html)
14:53:02	1714/1714	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/icon-3.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/icon-3.png	(from https://wheels.stylox.design/intro/index.html)
14:53:02	1629/1629	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/images/icon-4.png	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/images/icon-4.png	(from https://wheels.stylox.design/intro/index.html)
14:53:02	252034/252034	---M--	200	added ('OK')	application/javascript	date:Wed,%2006%20Dec%202023%2007:49:44%20GMT	https://wheels.stylox.design/intro/js/jquery.min.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/js/jquery.min.js	(from https://wheels.stylox.design/intro/index.html)
14:53:02	23826/23826	---M--	200	added ('OK')	application/javascript	date:Wed,%2006%20Dec%202023%2007:46:00%20GMT	https://wheels.stylox.design/intro/js/wow.min.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/js/wow.min.js	(from https://wheels.stylox.design/intro/index.html)
14:53:02	51039/51039	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202020%2014:27:10%20GMT	https://wheels.stylox.design/intro/js/bootstrap.min.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/js/bootstrap.min.js	(from https://wheels.stylox.design/intro/index.html)
14:53:03	44342/44342	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202020%2014:27:12%20GMT	https://wheels.stylox.design/intro/js/owl.carousel.min.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/js/owl.carousel.min.js	(from https://wheels.stylox.design/intro/index.html)
14:53:03	1553/1553	---M--	200	added ('OK')	application/javascript	date:Thu,%2028%20Dec%202023%2007:52:32%20GMT	https://wheels.stylox.design/intro/js/theme.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/js/theme.js	(from https://wheels.stylox.design/intro/index.html)
14:53:04	14530/14530	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202020%2014:27:12%20GMT	https://wheels.stylox.design/intro/js/jquery.event.move.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/js/jquery.event.move.js	(from https://wheels.stylox.design/intro/index.html)
14:53:04	233815/233815	---M--	200	added ('OK')	application/javascript	date:Wed,%2027%20Dec%202023%2006:24:56%20GMT	https://wheels.stylox.design/intro/js/jquery.min.latest.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/js/jquery.min.latest.js	(from https://wheels.stylox.design/intro/index.html)
14:53:04	5412/5412	---M--	200	added ('OK')	application/javascript	date:Wed,%2006%20Dec%202023%2007:43:04%20GMT	https://wheels.stylox.design/intro/js/jquery.twentytwenty.js	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/js/jquery.twentytwenty.js	(from https://wheels.stylox.design/intro/index.html)
14:53:05	116516/116516	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/fonts/fa-brands-400.eot	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/fonts/fa-brands-400.eot	(from https://wheels.stylox.design/intro/css/fontawesome.min.css)
14:53:05	116516/116516	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/fonts/fa-brands-400.eot?	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/fonts/fa-brands-400d41d.eot	(from https://wheels.stylox.design/intro/css/fontawesome.min.css)
14:53:06	64144/64144	---M--	200	added ('OK')	font/woff2	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/fonts/fa-brands-400.woff2	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/fonts/fa-brands-400.woff2	(from https://wheels.stylox.design/intro/css/fontawesome.min.css)
14:53:06	74928/74928	---M--	200	added ('OK')	font/woff	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/fonts/fa-brands-400.woff	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/fonts/fa-brands-400.woff	(from https://wheels.stylox.design/intro/css/fontawesome.min.css)
14:53:06	116280/116280	---M--	200	added ('OK')	font/ttf	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/fonts/fa-brands-400.ttf	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/fonts/fa-brands-400.ttf	(from https://wheels.stylox.design/intro/css/fontawesome.min.css)
14:53:06	629256/629256	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/fonts/fa-brands-400.svg	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/fonts/fa-brands-400.svg	(from https://wheels.stylox.design/intro/css/fontawesome.min.css)
14:53:06	40644/40644	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/fonts/fa-regular-400.eot	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/fonts/fa-regular-400.eot	(from https://wheels.stylox.design/intro/css/fontawesome.min.css)
14:53:07	40644/40644	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/fonts/fa-regular-400.eot?	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/fonts/fa-regular-400d41d.eot	(from https://wheels.stylox.design/intro/css/fontawesome.min.css)
14:53:07	14888/14888	---M--	200	added ('OK')	font/woff2	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/fonts/fa-regular-400.woff2	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/fonts/fa-regular-400.woff2	(from https://wheels.stylox.design/intro/css/fontawesome.min.css)
14:53:07	18156/18156	---M--	200	added ('OK')	font/woff	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/fonts/fa-regular-400.woff	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/fonts/fa-regular-400.woff	(from https://wheels.stylox.design/intro/css/fontawesome.min.css)
14:53:07	40416/40416	---M--	200	added ('OK')	font/ttf	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/fonts/fa-regular-400.ttf	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/fonts/fa-regular-400.ttf	(from https://wheels.stylox.design/intro/css/fontawesome.min.css)
14:53:07	141405/141405	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/fonts/fa-regular-400.svg	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/fonts/fa-regular-400.svg	(from https://wheels.stylox.design/intro/css/fontawesome.min.css)
14:53:08	168396/168396	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/fonts/fa-solid-900.eot	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/fonts/fa-solid-900.eot	(from https://wheels.stylox.design/intro/css/fontawesome.min.css)
14:53:08	168396/168396	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/fonts/fa-solid-900.eot?	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/fonts/fa-solid-900d41d.eot	(from https://wheels.stylox.design/intro/css/fontawesome.min.css)
14:53:08	62472/62472	---M--	200	added ('OK')	font/woff2	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/fonts/fa-solid-900.woff2	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/fonts/fa-solid-900.woff2	(from https://wheels.stylox.design/intro/css/fontawesome.min.css)
14:53:08	80484/80484	---M--	200	added ('OK')	font/woff	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/fonts/fa-solid-900.woff	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/fonts/fa-solid-900.woff	(from https://wheels.stylox.design/intro/css/fontawesome.min.css)
14:53:09	168176/168176	---M--	200	added ('OK')	font/ttf	date:Thu,%2030%20Jan%202020%2014:27:08%20GMT	https://wheels.stylox.design/intro/fonts/fa-solid-900.ttf	C:/Users/vitth/OneDrive/Desktop/project%20clients/NEW%20website/wheels.stylox.design/intro/fonts/fa-solid-900.ttf	(from https://wheels.stylox.design/intro/css/fontawesome.min.css)
